created_at	id	text	truncated	source	in_reply_to_status_id	in_reply_to_status_id_str	in_reply_to_user_id	in_reply_to_user_id_str	in_reply_to_screen_name	geo	coordinates	place	contributors	is_quote_status	retweet_count	favorite_count	favorited	retweeted	possibly_sensitive	lang	User_id	User_name	User_screen_name	User_location	User_url	User_followers_count	User_friends_count	User_favourites_count	User_utc_offset	time_zone	Tweet_data	
Tue Apr 26 00:38:58 +0000 2022	1518751456060264450	RT @luca_kaneshiro: Hey! I'll also be ATTENDING @AnimeFestOrg .Make sure to use this link for a special discount 💛.https://t.co/WVO5tpxuUN…	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	None	None	True	364	0	False	False	False	en	2886671318	LEE ☆	liaoee18	🇵🇭	https://t.co/q39PYyMG8G	127	1171	90914	None	None	Hey! I'll also be ATTENDING @AnimeFestOrg .Make sure to use this link for a special discount 💛.https://t.co/WVO5tpxuUN..All of Luxiem (ME POG) will be doing a Q&amp;A panel on July 30th, 2022!!!..Please submit the questions here:.https://t.co/Rs6NtUOTbI https://t.co/1ofrLJcMx3
Tue Apr 26 00:38:58 +0000 2022	1518751453237723136	@cpyroduoo OK UMMMM SO I FOUND THIS GOOGLE DOC THAT GOT SHARED WITH ME FROM JAN 9 2021 N I CANT SEE WHO DENT IT 😭😭	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	1518750209140039685	1518750209140039685	1411788632978083844	1411788632978083844	cpyroduoo	None	None	None	None	False	0	0	False	False		en	1352658648447725568	juuls 🪅	hugbenson	arwen come back please imy	https://t.co/NMjp3KWu0e	1026	783	26888	None	None	@cpyroduoo OK UMMMM SO I FOUND THIS GOOGLE DOC THAT GOT SHARED WITH ME FROM JAN 9 2021 N I CANT SEE WHO DENT IT 😭😭
Tue Apr 26 00:38:57 +0000 2022	1518751450767060992	RT @Bomberos_Osorno: SALE BX-6 A 10-9 CALLE DAVID ROSAS / CALLE ANTOFAGASTA (20:4:52) https://t.co/UQtpeP2cLN	False	<a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>	None	None	None	None	None	None	None	None	None	False	7	0	False	False	False	en	341292539	Valeria Navia 🏳️‍🌈	valeriapaznc	Osorno, chile	https://t.co/2hibkIodez	1161	763	8034	None	None	SALE BX-6 A 10-9 CALLE DAVID ROSAS / CALLE ANTOFAGASTA (20:4:52) https://t.co/UQtpeP2cLN
Tue Apr 26 00:38:57 +0000 2022	1518751448582037510	RT @djrothkopf: The richest guy on the 2021 Forbes 400 owns the Washington Post. Number 2 now owns Twitter. Number 3 owns Facebook. Numbers…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	12983	0	False	False		en	939018163	John Foot	john_afloat	Bouches-du-Rhône/East Lothian	None	182	1314	21618	None	None	The richest guy on the 2021 Forbes 400 owns the Washington Post. Number 2 now owns Twitter. Number 3 owns Facebook. Numbers 5 and 6 started Google. Numbers 4 and 9 started Microsoft. Number 10 owns Bloomberg. Free speech? You decide.
Tue Apr 26 00:38:57 +0000 2022	1518751448502206464	RT @arohasphere: 📢 V0TING TEAM RECRUITMENT..Comeback is just around the corner. If you want to support by joining a voting team, please fil…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	318	0	False	False		en	754661769579147264	🍍bin	0126_je	Philippines	None	210	640	35981	None	None	📢 V0TING TEAM RECRUITMENT..Comeback is just around the corner. If you want to support by joining a voting team, please fill up this form:.🔗https://t.co/pYGBaLz94X..Let's aim those 6/6 music sh0w wins this era 💪 https://t.co/kSNPmEcFdc
Tue Apr 26 00:38:56 +0000 2022	1518751447827062785	RT @BuckSexton: Twitter becoming a free speech platform will have profound effects on the other mega tech platforms like Facebook and Googl…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	92	0	False	False		en	1425450681402593283	Bets Hall	BetsHall1		None	170	849	12914	None	None	Twitter becoming a free speech platform will have profound effects on the other mega tech platforms like Facebook and Google/YouTube as well ..They will still rig the game for Democrats, but they’ll have to be more sly about it, and in some cases might think twice
Tue Apr 26 00:38:56 +0000 2022	1518751447391039488	RT @nicoblivions: even google knows 🤝 https://t.co/3CimuTYMTl	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	7	0	False	False	False	en	1478876036184092675	karla || owned by: C.A. (dirty fed)	hoefor_allister		None	214	426	1426	None	None	even google knows 🤝 https://t.co/3CimuTYMTl
Tue Apr 26 00:38:56 +0000 2022	1518751444819750913	RT @bokuakabigbang: It’s time! Mod applications are open 🎉🎉..The form will remain live until 12AM EST on May 2nd. We look forward to seeing…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	7	0	False	False		en	1513652339705581568	Home of Heroes Event Hub	homeofheroeshub		None	22	18	17	None	None	It’s time! Mod applications are open 🎉🎉..The form will remain live until 12AM EST on May 2nd. We look forward to seeing your responses!..https://t.co/jcqMg9SguD https://t.co/2ViGB1jC35
Tue Apr 26 00:38:55 +0000 2022	1518751444232736768	RT @luca_kaneshiro: Hey! I'll also be ATTENDING @AnimeFestOrg .Make sure to use this link for a special discount 💛.https://t.co/WVO5tpxuUN…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	True	364	0	False	False	False	en	1190594714161967104	Priest_Yuusha	PriestYuusha		None	130	500	8373	None	None	Hey! I'll also be ATTENDING @AnimeFestOrg .Make sure to use this link for a special discount 💛.https://t.co/WVO5tpxuUN..All of Luxiem (ME POG) will be doing a Q&amp;A panel on July 30th, 2022!!!..Please submit the questions here:.https://t.co/Rs6NtUOTbI https://t.co/1ofrLJcMx3
Tue Apr 26 00:38:55 +0000 2022	1518751443674664961	RT @NBA: Back to back to back 3’s for Bones Hyland 🦴..The @nuggets are in the midst of a 30-8 run 🔥..#NBAPlayoffs presented by Google Pixel…	False	<a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>	None	None	None	None	None	None	None	None	None	False	157	0	False	False		en	1236557750	estreetperk	corey1esa	Delaware, USA	None	100	316	10288	None	None	Back to back to back 3’s for Bones Hyland 🦴..The @nuggets are in the midst of a 30-8 run 🔥..#NBAPlayoffs presented by Google Pixel on ABC https://t.co/YGooy4sm8q
